country,listed_in,cnt,country_total,genre_total,country_share,global_share,gap,country_total_y
Poland,Crime TV Shows,6,41,470,0.14634146341463414,0.05337270043152396,0.09296876298311019,41
China,International TV Shows,40,162,1351,0.24691358024691357,0.1534181240063593,0.09349545624055428,162
China,Romantic TV Shows,22,162,370,0.13580246913580246,0.04201680672268908,0.09378566241311338,162
South Africa,Action & Adventure,12,62,859,0.1935483870967742,0.09754712695889166,0.09600126013788253,62
Spain,Thrillers,38,232,576,0.16379310344827586,0.06540994776288894,0.09838315568538691,232
France,Independent Movies,73,393,756,0.18575063613231552,0.08585055643879173,0.09990007969352378,393
Egypt,Dramas,44,117,2426,0.37606837606837606,0.2754939813763343,0.10057439469204177,117
Thailand,Romantic TV Shows,10,70,370,0.14285714285714285,0.04201680672268908,0.10084033613445377,70
Mexico,International TV Shows,43,169,1351,0.25443786982248523,0.1534181240063593,0.10101974581612594,169
Norway,Thrillers,5,30,576,0.16666666666666666,0.06540994776288894,0.10125671890377771,30
Israel,Documentaries,6,30,869,0.2,0.09868271632977516,0.10131728367022486,30
Denmark,Independent Movies,9,48,756,0.1875,0.08585055643879173,0.10164944356120827,48
Mexico,International Movies,70,169,2751,0.41420118343195267,0.3124006359300477,0.10180054750190498,169
Belgium,Independent Movies,17,90,756,0.18888888888888888,0.08585055643879173,0.10303833245009715,90
Germany,International Movies,94,226,2751,0.415929203539823,0.3124006359300477,0.1035285676097753,226
Netherlands,Dramas,19,50,2426,0.38,0.2754939813763343,0.10450601862366571,50
Canada,Children & Family Movies,80,445,641,0.1797752808988764,0.07279127867363161,0.10698400222524479,445
United Arab Emirates,Comedies,11,37,1674,0.2972972972972973,0.19009766068589598,0.10719963661140133,37
Poland,TV Dramas,8,41,763,0.1951219512195122,0.08664546899841018,0.10847648222110202,41
Argentina,Dramas,35,91,2426,0.38461538461538464,0.2754939813763343,0.10912140323905034,91
Norway,International TV Shows,8,30,1351,0.26666666666666666,0.1534181240063593,0.11324854266030737,30
Israel,International TV Shows,8,30,1351,0.26666666666666666,0.1534181240063593,0.11324854266030737,30
Israel,Crime TV Shows,5,30,470,0.16666666666666666,0.05337270043152396,0.1132939662351427,30
Israel,TV Dramas,6,30,763,0.2,0.08664546899841018,0.11335453100158983,30
New Zealand,Documentaries,7,33,869,0.21212121212121213,0.09868271632977516,0.11343849579143697,33
Israel,TV Action & Adventure,4,30,168,0.13333333333333333,0.019077901430842606,0.11425543190249073,30
Turkey,International TV Shows,30,112,1351,0.26785714285714285,0.1534181240063593,0.11443901885078356,112
New Zealand,Action & Adventure,7,33,859,0.21212121212121213,0.09754712695889166,0.11457408516232047,33
Brazil,International TV Shows,26,97,1351,0.26804123711340205,0.1534181240063593,0.11462311310704276,97
India,Comedies,323,1046,1674,0.30879541108986613,0.19009766068589598,0.11869775040397015,1046
Netherlands,Documentaries,11,50,869,0.22,0.09868271632977516,0.12131728367022485,50
Hong Kong,Comedies,33,105,1674,0.3142857142857143,0.19009766068589598,0.1241880535998183,105
Nigeria,Romantic Movies,20,103,616,0.1941747572815534,0.06995230524642289,0.1242224520351305,103
China,International Movies,71,162,2751,0.4382716049382716,0.3124006359300477,0.12587096900822392,162
Denmark,Documentaries,11,48,869,0.22916666666666666,0.09868271632977516,0.1304839503368915,48
Brazil,International Movies,43,97,2751,0.44329896907216493,0.3124006359300477,0.13089833314211724,97
Turkey,Romantic Movies,23,112,616,0.20535714285714285,0.06995230524642289,0.13540483761071997,112
Mexico,Crime TV Shows,32,169,470,0.1893491124260355,0.05337270043152396,0.13597641199451155,169
Turkey,TV Dramas,25,112,763,0.22321428571428573,0.08664546899841018,0.13656881671587556,112
Lebanon,TV Dramas,7,31,763,0.22580645161290322,0.08664546899841018,0.13916098261449306,31
Sweden,Documentaries,10,42,869,0.23809523809523808,0.09868271632977516,0.13941252176546293,42
Sweden,International Movies,19,42,2751,0.4523809523809524,0.3124006359300477,0.1399803164509047,42
Thailand,TV Dramas,16,70,763,0.22857142857142856,0.08664546899841018,0.1419259595730184,70
Philippines,Comedies,28,83,1674,0.3373493975903614,0.19009766068589598,0.14725173690446544,83
France,Dramas,167,393,2426,0.42493638676844786,0.2754939813763343,0.14944240539211356,393
New Zealand,Sci-Fi & Fantasy,6,33,243,0.18181818181818182,0.02759482171246877,0.15422336010571305,33
Israel,International Movies,14,30,2751,0.4666666666666667,0.3124006359300477,0.154266030736619,30
Spain,Spanish-Language TV Shows,41,232,174,0.17672413793103448,0.019759255053372702,0.15696488287766178,232
Norway,Dramas,13,30,2426,0.43333333333333335,0.2754939813763343,0.15783935195699905,30
Denmark,International Movies,23,48,2751,0.4791666666666667,0.3124006359300477,0.166766030736619,48
Thailand,Horror Movies,15,70,357,0.21428571428571427,0.04054054054054054,0.17374517374517373,70
Argentina,Spanish-Language TV Shows,18,91,174,0.1978021978021978,0.019759255053372702,0.1780429427488251,91
Japan,Anime Features,61,318,71,0.1918238993710692,0.008062684533272768,0.18376121483779642,318
Thailand,International TV Shows,24,70,1351,0.34285714285714286,0.1534181240063593,0.18943901885078357,70
Italy,International Movies,52,100,2751,0.52,0.3124006359300477,0.20759936406995233,100
Nigeria,Comedies,41,103,1674,0.39805825242718446,0.19009766068589598,0.20796059174128848,103
Belgium,Dramas,44,90,2426,0.4888888888888889,0.2754939813763343,0.21339490751255458,90
France,International Movies,207,393,2751,0.5267175572519084,0.3124006359300477,0.2143169213218607,393
Norway,International Movies,16,30,2751,0.5333333333333333,0.3124006359300477,0.22093269740328564,30
Indonesia,Romantic Movies,27,90,616,0.3,0.06995230524642289,0.23004769475357711,90
United Arab Emirates,Dramas,19,37,2426,0.5135135135135135,0.2754939813763343,0.2380195321371792,37
Taiwan,TV Dramas,29,89,763,0.3258426966292135,0.08664546899841018,0.2391972276308033,89
United Kingdom,British TV Shows,225,806,253,0.27915632754342434,0.02873041108335226,0.25042591646007206,806
Mexico,Spanish-Language TV Shows,47,169,174,0.2781065088757396,0.019759255053372702,0.2583472538223669,169
Thailand,International Movies,40,70,2751,0.5714285714285714,0.3124006359300477,0.2590279354985237,70
Singapore,TV Dramas,15,41,763,0.36585365853658536,0.08664546899841018,0.27920818953817517,41
Spain,International Movies,140,232,2751,0.603448275862069,0.3124006359300477,0.29104763993202126,232
South Korea,Romantic TV Shows,77,231,370,0.3333333333333333,0.04201680672268908,0.2913165266106442,231
China,Action & Adventure,63,162,859,0.3888888888888889,0.09754712695889166,0.2913417619299972,162
Colombia,Crime TV Shows,18,52,470,0.34615384615384615,0.05337270043152396,0.29278114572232217,52
Egypt,Comedies,57,117,1674,0.48717948717948717,0.19009766068589598,0.29708182649359116,117
Lebanon,Dramas,18,31,2426,0.5806451612903226,0.2754939813763343,0.3051511799139883,31
Singapore,International TV Shows,19,41,1351,0.4634146341463415,0.1534181240063593,0.3099965101399822,41
South Africa,International Movies,39,62,2751,0.6290322580645161,0.3124006359300477,0.31663162213446844,62
Japan,International TV Shows,151,318,1351,0.4748427672955975,0.1534181240063593,0.3214246432892382,318
Poland,International Movies,26,41,2751,0.6341463414634146,0.3124006359300477,0.32174570553336695,41
Argentina,International Movies,58,91,2751,0.6373626373626373,0.3124006359300477,0.32496200143258963,91
Philippines,Dramas,50,83,2426,0.6024096385542169,0.2754939813763343,0.3269156571778826,83
Turkey,Comedies,58,112,1674,0.5178571428571429,0.19009766068589598,0.32775948217124695,112
Belgium,International Movies,58,90,2751,0.6444444444444445,0.3124006359300477,0.3320438085143968,90
Poland,Dramas,25,41,2426,0.6097560975609756,0.2754939813763343,0.3342621161846413,41
Taiwan,TV Comedies,36,89,581,0.4044943820224719,0.06597774244833068,0.33851663957414124,89
Nigeria,Dramas,64,103,2426,0.6213592233009708,0.2754939813763343,0.3458652419246365,103
Philippines,Romantic Movies,35,83,616,0.42168674698795183,0.06995230524642289,0.35173444174152896,83
India,Dramas,662,1046,2426,0.6328871892925431,0.2754939813763343,0.35739320791620877,1046
United Arab Emirates,International Movies,26,37,2751,0.7027027027027027,0.3124006359300477,0.39030206677265505,37
Turkey,International Movies,79,112,2751,0.7053571428571429,0.3124006359300477,0.3929565069270952,112
Lebanon,International Movies,22,31,2751,0.7096774193548387,0.3124006359300477,0.39727678342479106,31
Indonesia,Dramas,63,90,2426,0.7,0.2754939813763343,0.42450601862366566,90
Netherlands,International Movies,37,50,2751,0.74,0.3124006359300477,0.4275993640699523,50
Japan,Anime Series,143,318,176,0.449685534591195,0.019986372927549397,0.4296991616636456,318
Colombia,International TV Shows,31,52,1351,0.5961538461538461,0.1534181240063593,0.44273572214748685,52
Hong Kong,International Movies,82,105,2751,0.780952380952381,0.3124006359300477,0.46855174502233327,105
Taiwan,Romantic TV Shows,48,89,370,0.5393258426966292,0.04201680672268908,0.4973090359739401,89
South Korea,International TV Shows,152,231,1351,0.658008658008658,0.1534181240063593,0.5045905340022987,231
India,International Movies,864,1046,2751,0.8260038240917782,0.3124006359300477,0.5136031881617305,1046
Hong Kong,Action & Adventure,66,105,859,0.6285714285714286,0.09754712695889166,0.5310243016125369,105
Egypt,International Movies,99,117,2751,0.8461538461538461,0.3124006359300477,0.5337532102237985,117
Nigeria,International Movies,88,103,2751,0.8543689320388349,0.3124006359300477,0.5419682961087873,103
South Korea,Korean TV Shows,132,231,151,0.5714285714285714,0.017147399500340676,0.5542811719282307,231
Colombia,Spanish-Language TV Shows,30,52,174,0.5769230769230769,0.019759255053372702,0.5571638218697041,52
Indonesia,International Movies,80,90,2751,0.8888888888888888,0.3124006359300477,0.5764882529588411,90
Taiwan,International TV Shows,70,89,1351,0.7865168539325843,0.1534181240063593,0.633098729926225,89
Philippines,International Movies,79,83,2751,0.9518072289156626,0.3124006359300477,0.639406592985615,83
