country,listed_in,cnt,country_total,genre_total,country_share,global_share,gap,country_total_y
France,Crime TV Shows,23,393,470,0.058524173027989825,0.05337270043152396,0.005151472596465867,393
Poland,TV Action & Adventure,1,41,168,0.024390243902439025,0.019077901430842606,0.005312342471596419,41
United Kingdom,International TV Shows,128,806,1351,0.1588089330024814,0.1534181240063593,0.005390808996122098,806
Canada,Cult Movies,6,445,71,0.01348314606741573,0.008062684533272768,0.005420461534142962,445
Sweden,TV Comedies,3,42,581,0.07142857142857142,0.06597774244833068,0.005450828980240741,42
United States,LGBTQ Movies,63,3690,102,0.01707317073170732,0.011583011583011582,0.005490159148695736,3690
United Kingdom,Classic & Cult TV,7,806,28,0.008684863523573201,0.003179650238473768,0.005505213285099434,806
Spain,Faith & Spirituality,3,232,65,0.01293103448275862,0.007381330910742675,0.0055497035720159455,232
Spain,LGBTQ Movies,4,232,102,0.017241379310344827,0.011583011583011582,0.005658367727333245,232
France,Sports Movies,12,393,219,0.030534351145038167,0.0248694072223484,0.005664943922689767,393
Belgium,Sci-Fi & Fantasy,3,90,243,0.03333333333333333,0.02759482171246877,0.005738511620864563,90
Israel,Sci-Fi & Fantasy,1,30,243,0.03333333333333333,0.02759482171246877,0.005738511620864563,30
United States,Sports Movies,113,3690,219,0.03062330623306233,0.0248694072223484,0.0057538990107139296,3690
Thailand,TV Horror,1,70,75,0.014285714285714285,0.008516920281626164,0.005768794004088121,70
South Africa,Music & Musicals,3,62,375,0.04838709677419355,0.04258460140813082,0.0058024953660627265,62
Canada,Classic & Cult TV,4,445,28,0.008988764044943821,0.003179650238473768,0.005809113806470053,445
United Kingdom,Independent Movies,74,806,756,0.09181141439205956,0.08585055643879173,0.005960857953267826,806
Egypt,TV Mysteries,2,117,98,0.017094017094017096,0.011128775834658187,0.005965241259358909,117
Australia,TV Thrillers,2,160,57,0.0125,0.006472859414035885,0.006027140585964116,160
United States,Cult Movies,52,3690,71,0.014092140921409214,0.008062684533272768,0.006029456388136446,3690
United Kingdom,Crime TV Shows,48,806,470,0.05955334987593052,0.05337270043152396,0.0061806494444065635,806
United States,TV Action & Adventure,94,3690,168,0.025474254742547425,0.019077901430842606,0.006396353311704819,3690
Spain,Movies,3,232,57,0.01293103448275862,0.006472859414035885,0.006458175068722736,232
United Kingdom,Action & Adventure,84,806,859,0.10421836228287841,0.09754712695889166,0.006671235323986752,806
United Kingdom,Classic Movies,16,806,116,0.019851116625310174,0.013172836702248466,0.0066782799230617074,806
United States,TV Sci-Fi & Fantasy,60,3690,84,0.016260162601626018,0.009538950715421303,0.006721211886204715,3690
Turkey,TV Mysteries,2,112,98,0.017857142857142856,0.011128775834658187,0.006728367022484669,112
United States,Kids' TV,214,3690,451,0.05799457994579946,0.051215080626845336,0.006779499318954121,3690
Mexico,Horror Movies,8,169,357,0.047337278106508875,0.04054054054054054,0.006796737565968332,169
United States,Docuseries,192,3690,395,0.05203252032520325,0.0448557801498978,0.007176740175305452,3690
Japan,TV Horror,5,318,75,0.015723270440251572,0.008516920281626164,0.007206350158625408,318
Singapore,Korean TV Shows,1,41,151,0.024390243902439025,0.017147399500340676,0.007242844402098349,41
Australia,TV Mysteries,3,160,98,0.01875,0.011128775834658187,0.0076212241653418125,160
Philippines,Horror Movies,4,83,357,0.04819277108433735,0.04054054054054054,0.007652230543796809,83
Singapore,Thrillers,3,41,576,0.07317073170731707,0.06540994776288894,0.007760783944428126,41
Argentina,Classic & Cult TV,1,91,28,0.01098901098901099,0.003179650238473768,0.007809360750537222,91
Thailand,TV Thrillers,1,70,57,0.014285714285714285,0.006472859414035885,0.0078128548716784,70
Mexico,Documentaries,18,169,869,0.10650887573964497,0.09868271632977516,0.007826159409869818,169
Canada,TV Action & Adventure,12,445,168,0.02696629213483146,0.019077901430842606,0.007888390703988855,445
Mexico,Sci-Fi & Fantasy,6,169,243,0.03550295857988166,0.02759482171246877,0.007908136867412888,169
China,TV Comedies,12,162,581,0.07407407407407407,0.06597774244833068,0.008096331625743386,162
Poland,Horror Movies,2,41,357,0.04878048780487805,0.04054054054054054,0.008239947264337508,41
Israel,Sports Movies,1,30,219,0.03333333333333333,0.0248694072223484,0.008463926110984933,30
Brazil,Crime TV Shows,6,97,470,0.061855670103092786,0.05337270043152396,0.008482969671568828,97
Mexico,Classic & Cult TV,2,169,28,0.011834319526627219,0.003179650238473768,0.008654669288153451,169
South Africa,Faith & Spirituality,1,62,65,0.016129032258064516,0.007381330910742675,0.008747701347321842,62
United States,Classic Movies,81,3690,116,0.02195121951219512,0.013172836702248466,0.008778382809946654,3690
Netherlands,Kids' TV,3,50,451,0.06,0.051215080626845336,0.008784919373154662,50
Brazil,Music & Musicals,5,97,375,0.05154639175257732,0.04258460140813082,0.008961790344446496,97
China,TV Sci-Fi & Fantasy,3,162,84,0.018518518518518517,0.009538950715421303,0.008979567803097215,162
Canada,TV Mysteries,9,445,98,0.020224719101123594,0.011128775834658187,0.009095943266465407,445
Canada,TV Horror,8,445,75,0.017977528089887642,0.008516920281626164,0.009460607808261478,445
Thailand,TV Action & Adventure,2,70,168,0.02857142857142857,0.019077901430842606,0.009493527140585965,70
Germany,Cult Movies,4,226,71,0.017699115044247787,0.008062684533272768,0.009636430510975019,226
Netherlands,Romantic Movies,4,50,616,0.08,0.06995230524642289,0.010047694753577113,50
Brazil,Science & Nature TV,2,97,92,0.020618556701030927,0.010447422212128094,0.010171134488902833,97
United Kingdom,Thrillers,61,806,576,0.07568238213399504,0.06540994776288894,0.010272434371106101,806
Hong Kong,Sci-Fi & Fantasy,4,105,243,0.0380952380952381,0.02759482171246877,0.010500416382769329,105
Ireland,TV Mysteries,1,46,98,0.021739130434782608,0.011128775834658187,0.010610354600124421,46
Belgium,LGBTQ Movies,2,90,102,0.022222222222222223,0.011583011583011582,0.01063921063921064,90
Canada,TV Sci-Fi & Fantasy,9,445,84,0.020224719101123594,0.009538950715421303,0.010685768385702291,445
South Korea,Stand-Up Comedy & Talk Shows,4,231,56,0.017316017316017316,0.006359300476947536,0.01095671683906978,231
Brazil,TV Sci-Fi & Fantasy,2,97,84,0.020618556701030927,0.009538950715421303,0.011079605985609624,97
Belgium,TV Mysteries,2,90,98,0.022222222222222223,0.011128775834658187,0.011093446387564036,90
Lebanon,Crime TV Shows,2,31,470,0.06451612903225806,0.05337270043152396,0.011143428600734105,31
South Africa,Crime TV Shows,4,62,470,0.06451612903225806,0.05337270043152396,0.011143428600734105,62
Argentina,Documentaries,10,91,869,0.10989010989010989,0.09868271632977516,0.011207393560334733,91
Netherlands,TV Horror,1,50,75,0.02,0.008516920281626164,0.011483079718373836,50
Turkey,Romantic TV Shows,6,112,370,0.05357142857142857,0.04201680672268908,0.01155462184873949,112
United States,Action & Adventure,404,3690,859,0.10948509485094851,0.09754712695889166,0.011937967892056853,3690
Brazil,TV Horror,2,97,75,0.020618556701030927,0.008516920281626164,0.012101636419404763,97
Australia,Movies,3,160,57,0.01875,0.006472859414035885,0.012277140585964115,160
Argentina,Music & Musicals,5,91,375,0.054945054945054944,0.04258460140813082,0.012360453536924124,91
Japan,TV Thrillers,6,318,57,0.018867924528301886,0.006472859414035885,0.012395065114266001,318
Netherlands,Sci-Fi & Fantasy,2,50,243,0.04,0.02759482171246877,0.01240517828753123,50
Spain,Comedies,47,232,1674,0.2025862068965517,0.19009766068589598,0.012488546210655732,232
Denmark,Cult Movies,1,48,71,0.020833333333333332,0.008062684533272768,0.012770648800060564,48
Colombia,Stand-Up Comedy & Talk Shows,1,52,56,0.019230769230769232,0.006359300476947536,0.012871468753821697,52
Germany,Crime TV Shows,15,226,470,0.06637168141592921,0.05337270043152396,0.012998980984405252,226
Canada,Independent Movies,44,445,756,0.09887640449438202,0.08585055643879173,0.013025848055590289,445
Ireland,TV Horror,1,46,75,0.021739130434782608,0.008516920281626164,0.013222210153156444,46
France,Documentaries,44,393,869,0.11195928753180662,0.09868271632977516,0.013276571202031462,393
Norway,Crime TV Shows,2,30,470,0.06666666666666667,0.05337270043152396,0.013293966235142708,30
Australia,LGBTQ Movies,4,160,102,0.025,0.011583011583011582,0.013416988416988419,160
United Arab Emirates,Horror Movies,2,37,357,0.05405405405405406,0.04054054054054054,0.013513513513513514,37
United States,Thrillers,292,3690,576,0.07913279132791327,0.06540994776288894,0.013722843565024331,3690
Argentina,Cult Movies,2,91,71,0.02197802197802198,0.008062684533272768,0.013915337444749211,91
United States,Horror Movies,201,3690,357,0.05447154471544716,0.04054054054054054,0.013931004174906614,3690
Taiwan,TV Horror,2,89,75,0.02247191011235955,0.008516920281626164,0.013954989830733386,89
Norway,TV Action & Adventure,1,30,168,0.03333333333333333,0.019077901430842606,0.014255431902490727,30
Ireland,Faith & Spirituality,1,46,65,0.021739130434782608,0.007381330910742675,0.014357799524039934,46
Denmark,TV Thrillers,1,48,57,0.020833333333333332,0.006472859414035885,0.014360473919297448,48
United Kingdom,Reality TV,35,806,255,0.043424317617866005,0.02895752895752896,0.014466788660337047,806
Thailand,Music & Musicals,4,70,375,0.05714285714285714,0.04258460140813082,0.01455825573472632,70
Taiwan,TV Action & Adventure,3,89,168,0.033707865168539325,0.019077901430842606,0.014629963737696719,89
Singapore,TV Sci-Fi & Fantasy,1,41,84,0.024390243902439025,0.009538950715421303,0.014851293187017722,41
Italy,Sports Movies,4,100,219,0.04,0.0248694072223484,0.015130592777651601,100
Australia,TV Sci-Fi & Fantasy,4,160,84,0.025,0.009538950715421303,0.015461049284578698,160
Sweden,Cult Movies,1,42,71,0.023809523809523808,0.008062684533272768,0.01574683927625104,42
United Kingdom,Sci-Fi & Fantasy,35,806,243,0.043424317617866005,0.02759482171246877,0.015829495905397235,806
United Arab Emirates,TV Mysteries,1,37,98,0.02702702702702703,0.011128775834658187,0.015898251192368842,37
Egypt,TV Dramas,12,117,763,0.10256410256410256,0.08664546899841018,0.015918633565692383,117
Brazil,Comedies,20,97,1674,0.20618556701030927,0.19009766068589598,0.016087906324413287,97
Australia,Sci-Fi & Fantasy,7,160,243,0.04375,0.02759482171246877,0.016155178287531227,160
South Korea,TV Comedies,19,231,581,0.08225108225108226,0.06597774244833068,0.01627333980275157,231
Poland,Cult Movies,1,41,71,0.024390243902439025,0.008062684533272768,0.01632755936916626,41
Singapore,Cult Movies,1,41,71,0.024390243902439025,0.008062684533272768,0.01632755936916626,41
Thailand,Action & Adventure,8,70,859,0.11428571428571428,0.09754712695889166,0.016738587326822624,70
Denmark,Sports Movies,2,48,219,0.041666666666666664,0.0248694072223484,0.016797259444318265,48
Brazil,Docuseries,6,97,395,0.061855670103092786,0.0448557801498978,0.016999889953194985,97
Ireland,Romantic Movies,4,46,616,0.08695652173913043,0.06995230524642289,0.017004216492707544,46
New Zealand,Classic Movies,1,33,116,0.030303030303030304,0.013172836702248466,0.017130193600781836,33
Sweden,TV Thrillers,1,42,57,0.023809523809523808,0.006472859414035885,0.017336664395487922,42
Netherlands,Music & Musicals,3,50,375,0.06,0.04258460140813082,0.017415398591869177,50
South Korea,Kids' TV,16,231,451,0.06926406926406926,0.051215080626845336,0.01804898863722393,231
Thailand,Crime TV Shows,5,70,470,0.07142857142857142,0.05337270043152396,0.018055870997047467,70
Australia,Classic Movies,5,160,116,0.03125,0.013172836702248466,0.018077163297751532,160
Ireland,Sports Movies,2,46,219,0.043478260869565216,0.0248694072223484,0.018608853647216816,46
Lebanon,Classic Movies,1,31,116,0.03225806451612903,0.013172836702248466,0.019085227813880563,31
Brazil,LGBTQ Movies,3,97,102,0.030927835051546393,0.011583011583011582,0.019344823468534812,97
Indonesia,Sports Movies,4,90,219,0.044444444444444446,0.0248694072223484,0.019575037222096046,90
United States,Stand-Up Comedy,216,3690,343,0.05853658536585366,0.038950715421303655,0.019585869944550006,3690
Spain,Sci-Fi & Fantasy,11,232,243,0.04741379310344827,0.02759482171246877,0.019818971390979503,232
Singapore,Reality TV,2,41,255,0.04878048780487805,0.02895752895752896,0.019822958847349092,41
United States,Independent Movies,390,3690,756,0.10569105691056911,0.08585055643879173,0.019840500471777378,3690
South Korea,TV Action & Adventure,9,231,168,0.03896103896103896,0.019077901430842606,0.019883137530196354,231
South Africa,Sci-Fi & Fantasy,3,62,243,0.04838709677419355,0.02759482171246877,0.020792275061724777,62
Ireland,TV Comedies,4,46,581,0.08695652173913043,0.06597774244833068,0.02097877929079975,46
Canada,Comedies,94,445,1674,0.21123595505617979,0.19009766068589598,0.021138294370283806,445
United States,Sci-Fi & Fantasy,181,3690,243,0.04905149051490515,0.02759482171246877,0.02145666880243638,3690
Singapore,Kids' TV,3,41,451,0.07317073170731707,0.051215080626845336,0.021955651080471733,41
Norway,TV Mysteries,1,30,98,0.03333333333333333,0.011128775834658187,0.022204557498675146,30
Israel,TV Mysteries,1,30,98,0.03333333333333333,0.011128775834658187,0.022204557498675146,30
Mexico,TV Action & Adventure,7,169,168,0.04142011834319527,0.019077901430842606,0.022342216912352664,169
Argentina,International TV Shows,16,91,1351,0.17582417582417584,0.1534181240063593,0.022406051817816547,91
Argentina,Thrillers,8,91,576,0.08791208791208792,0.06540994776288894,0.022502140149198976,91
India,Thrillers,92,1046,576,0.08795411089866156,0.06540994776288894,0.02254416313577262,1046
Taiwan,TV Mysteries,3,89,98,0.033707865168539325,0.011128775834658187,0.022579089333881138,89
Brazil,Reality TV,5,97,255,0.05154639175257732,0.02895752895752896,0.022588862795048358,97
Norway,Science & Nature TV,1,30,92,0.03333333333333333,0.010447422212128094,0.02288591112120524,30
China,Teen TV Shows,5,162,69,0.030864197530864196,0.007835566659096072,0.023028630871768124,162
United Kingdom,Science & Nature TV,27,806,92,0.033498759305210915,0.010447422212128094,0.02305133709308282,806
New Zealand,TV Thrillers,1,33,57,0.030303030303030304,0.006472859414035885,0.023830170888994417,33
Australia,Docuseries,11,160,395,0.06875,0.0448557801498978,0.023894219850102205,160
Japan,Romantic TV Shows,21,318,370,0.0660377358490566,0.04201680672268908,0.024020929126367524,318
China,TV Action & Adventure,7,162,168,0.043209876543209874,0.019077901430842606,0.024131975112367268,162
Singapore,Action & Adventure,5,41,859,0.12195121951219512,0.09754712695889166,0.02440409255330346,41
Israel,Dramas,9,30,2426,0.3,0.2754939813763343,0.024506018623665693,30
Italy,Thrillers,9,100,576,0.09,0.06540994776288894,0.024590052237111054,100
Ireland,Horror Movies,3,46,357,0.06521739130434782,0.04054054054054054,0.02467685076380728,46
Norway,TV Horror,1,30,75,0.03333333333333333,0.008516920281626164,0.02481641305170717,30
Brazil,Documentaries,12,97,869,0.12371134020618557,0.09868271632977516,0.025028623876410416,97
Australia,Sports Movies,8,160,219,0.05,0.0248694072223484,0.025130592777651603,160
Hong Kong,Romantic Movies,10,105,616,0.09523809523809523,0.06995230524642289,0.025285789991672344,105
Turkey,TV Action & Adventure,5,112,168,0.044642857142857144,0.019077901430842606,0.025564955712014538,112
Lebanon,TV Thrillers,1,31,57,0.03225806451612903,0.006472859414035885,0.025785205102093145,31
Israel,Faith & Spirituality,1,30,65,0.03333333333333333,0.007381330910742675,0.02595200242259066,30
China,Children & Family Movies,16,162,641,0.09876543209876543,0.07279127867363161,0.025974153425133817,162
Norway,Horror Movies,2,30,357,0.06666666666666667,0.04054054054054054,0.026126126126126123,30
Israel,Horror Movies,2,30,357,0.06666666666666667,0.04054054054054054,0.026126126126126123,30
Brazil,TV Dramas,11,97,763,0.1134020618556701,0.08664546899841018,0.026756592857259925,97
Lebanon,Romantic Movies,3,31,616,0.0967741935483871,0.06995230524642289,0.026821888301964206,31
Australia,Science & Nature TV,6,160,92,0.0375,0.010447422212128094,0.027052577787871904,160
Netherlands,Children & Family Movies,5,50,641,0.1,0.07279127867363161,0.027208721326368396,50
Poland,Romantic Movies,4,41,616,0.0975609756097561,0.06995230524642289,0.027608670363333213,41
Netherlands,LGBTQ Movies,2,50,102,0.04,0.011583011583011582,0.02841698841698842,50
Sweden,Music & Musicals,3,42,375,0.07142857142857142,0.04258460140813082,0.028843970020440604,42
Singapore,International Movies,14,41,2751,0.34146341463414637,0.3124006359300477,0.02906277870409868,41
United Arab Emirates,Sports Movies,2,37,219,0.05405405405405406,0.0248694072223484,0.029184646831705657,37
Turkey,TV Thrillers,4,112,57,0.03571428571428571,0.006472859414035885,0.029241426300249826,112
Sweden,Romantic TV Shows,3,42,370,0.07142857142857142,0.04201680672268908,0.029411764705882346,42
Germany,Sci-Fi & Fantasy,13,226,243,0.05752212389380531,0.02759482171246877,0.02992730218133654,226
South Africa,Documentaries,8,62,869,0.12903225806451613,0.09868271632977516,0.03034954173474097,62
Denmark,TV Mysteries,2,48,98,0.041666666666666664,0.011128775834658187,0.030537890832008478,48
Egypt,Action & Adventure,15,117,859,0.1282051282051282,0.09754712695889166,0.030658001246236535,117
Thailand,TV Mysteries,3,70,98,0.04285714285714286,0.011128775834658187,0.031728367022484674,70
Ireland,Documentaries,6,46,869,0.13043478260869565,0.09868271632977516,0.03175206627892049,46
Australia,TV Dramas,19,160,763,0.11875,0.08664546899841018,0.03210453100158982,160
Denmark,Kids' TV,4,48,451,0.08333333333333333,0.051215080626845336,0.03211825270648799,48
Belgium,Comedies,20,90,1674,0.2222222222222222,0.19009766068589598,0.03212456153632623,90
Egypt,Romantic Movies,12,117,616,0.10256410256410256,0.06995230524642289,0.03261179731767967,117
Singapore,Horror Movies,3,41,357,0.07317073170731707,0.04054054054054054,0.032630191166776526,41
United States,Children & Family Movies,390,3690,641,0.10569105691056911,0.07279127867363161,0.0328997782369375,3690
India,Action & Adventure,137,1046,859,0.13097514340344169,0.09754712695889166,0.03342801644455003,1046
Brazil,Faith & Spirituality,4,97,65,0.041237113402061855,0.007381330910742675,0.03385578249131918,97
Norway,TV Comedies,3,30,581,0.1,0.06597774244833068,0.03402225755166932,30
Argentina,Crime TV Shows,8,91,470,0.08791208791208792,0.05337270043152396,0.03453938748056396,91
Thailand,Teen TV Shows,3,70,69,0.04285714285714286,0.007835566659096072,0.035021576198046786,70
United Arab Emirates,Children & Family Movies,4,37,641,0.10810810810810811,0.07279127867363161,0.035316829434476504,37
Canada,Sci-Fi & Fantasy,28,445,243,0.06292134831460675,0.02759482171246877,0.035326526602137975,445
Thailand,Faith & Spirituality,3,70,65,0.04285714285714286,0.007381330910742675,0.03547581194640018,70
Belgium,Crime TV Shows,8,90,470,0.08888888888888889,0.05337270043152396,0.035516188457364935,90
Poland,Classic Movies,2,41,116,0.04878048780487805,0.013172836702248466,0.03560765110262958,41
Norway,Action & Adventure,4,30,859,0.13333333333333333,0.09754712695889166,0.03578620637444167,30
Belgium,Action & Adventure,12,90,859,0.13333333333333333,0.09754712695889166,0.03578620637444167,90
Ireland,Children & Family Movies,5,46,641,0.10869565217391304,0.07279127867363161,0.03590437350028143,46
Turkey,Crime TV Shows,10,112,470,0.08928571428571429,0.05337270043152396,0.03591301385419033,112
Poland,Independent Movies,5,41,756,0.12195121951219512,0.08585055643879173,0.036100663073403386,41
Japan,Teen TV Shows,14,318,69,0.0440251572327044,0.007835566659096072,0.03618959057360833,318
Philippines,LGBTQ Movies,4,83,102,0.04819277108433735,0.011583011583011582,0.03660975950132577,83
China,TV Dramas,20,162,763,0.12345679012345678,0.08664546899841018,0.036811321125046606,162
Brazil,Independent Movies,12,97,756,0.12371134020618557,0.08585055643879173,0.03786078376739384,97
Colombia,Stand-Up Comedy,4,52,343,0.07692307692307693,0.038950715421303655,0.03797236150177327,52
Denmark,Thrillers,5,48,576,0.10416666666666667,0.06540994776288894,0.03875671890377773,48
Hong Kong,Dramas,33,105,2426,0.3142857142857143,0.2754939813763343,0.03879173290937998,105
Hong Kong,Cult Movies,5,105,71,0.047619047619047616,0.008062684533272768,0.03955636308577485,105
Australia,Reality TV,11,160,255,0.06875,0.02895752895752896,0.03979247104247105,160
Japan,Kids' TV,29,318,451,0.09119496855345911,0.051215080626845336,0.03997988792661378,318
United States,Documentaries,512,3690,869,0.13875338753387534,0.09868271632977516,0.04007067120410018,3690
Singapore,TV Horror,2,41,75,0.04878048780487805,0.008516920281626164,0.040263567523251886,41
Australia,TV Comedies,17,160,581,0.10625,0.06597774244833068,0.04027225755166931,160
Australia,International TV Shows,31,160,1351,0.19375,0.1534181240063593,0.040331875993640715,160
Canada,Horror Movies,36,445,357,0.08089887640449438,0.04054054054054054,0.040358335863953834,445
Brazil,TV Mysteries,5,97,98,0.05154639175257732,0.011128775834658187,0.040417615917919134,97
Argentina,Sports Movies,6,91,219,0.06593406593406594,0.0248694072223484,0.041064658711717536,91
New Zealand,TV Action & Adventure,2,33,168,0.06060606060606061,0.019077901430842606,0.041528159175218,33
Sweden,Crime TV Shows,4,42,470,0.09523809523809523,0.05337270043152396,0.041865394806571275,42
South Africa,TV Dramas,8,62,763,0.12903225806451613,0.08664546899841018,0.04238678906610595,62
Italy,TV Dramas,13,100,763,0.13,0.08664546899841018,0.04335453100158983,100
Italy,Dramas,32,100,2426,0.32,0.2754939813763343,0.04450601862366571,100
Canada,Thrillers,49,445,576,0.1101123595505618,0.06540994776288894,0.044702411787672855,445
India,Romantic Movies,120,1046,616,0.1147227533460803,0.06995230524642289,0.04477044809965741,1046
Thailand,LGBTQ Movies,4,70,102,0.05714285714285714,0.011583011583011582,0.04555984555984556,70
Australia,Children & Family Movies,19,160,641,0.11875,0.07279127867363161,0.045958721326368385,160
France,Thrillers,44,393,576,0.11195928753180662,0.06540994776288894,0.046549339768917675,393
Italy,Classic Movies,6,100,116,0.06,0.013172836702248466,0.04682716329775153,100
Israel,Independent Movies,4,30,756,0.13333333333333333,0.08585055643879173,0.0474827768945416,30
Indonesia,Faith & Spirituality,5,90,65,0.05555555555555555,0.007381330910742675,0.04817422464481288,90
Germany,Action & Adventure,33,226,859,0.14601769911504425,0.09754712695889166,0.048470572156152594,226
Italy,Kids' TV,10,100,451,0.1,0.051215080626845336,0.04878491937315467,100
Argentina,Stand-Up Comedy,8,91,343,0.08791208791208792,0.038950715421303655,0.04896137249078426,91
India,Music & Musicals,96,1046,375,0.09177820267686425,0.04258460140813082,0.04919360126873343,1046
Mexico,Independent Movies,23,169,756,0.13609467455621302,0.08585055643879173,0.050244118117421285,169
South Korea,Crime TV Shows,24,231,470,0.1038961038961039,0.05337270043152396,0.050523403464579945,231
Ireland,Dramas,15,46,2426,0.32608695652173914,0.2754939813763343,0.05059297514540484,46
Germany,Independent Movies,31,226,756,0.13716814159292035,0.08585055643879173,0.05131758515412861,226
Spain,Dramas,76,232,2426,0.3275862068965517,0.2754939813763343,0.05209222552021742,232
China,Sci-Fi & Fantasy,13,162,243,0.08024691358024691,0.02759482171246877,0.05265209186777814,162
United Arab Emirates,Sci-Fi & Fantasy,3,37,243,0.08108108108108109,0.02759482171246877,0.053486259368612316,37
Sweden,Thrillers,5,42,576,0.11904761904761904,0.06540994776288894,0.0536376712847301,42
Brazil,Stand-Up Comedy,9,97,343,0.09278350515463918,0.038950715421303655,0.05383278973333552,97
Colombia,Romantic TV Shows,5,52,370,0.09615384615384616,0.04201680672268908,0.05413703943115708,52
Denmark,International TV Shows,10,48,1351,0.20833333333333334,0.1534181240063593,0.05491520932697405,48
Israel,Docuseries,3,30,395,0.1,0.0448557801498978,0.055144219850102205,30
Egypt,Classic Movies,8,117,116,0.06837606837606838,0.013172836702248466,0.055203231673819915,117
Belgium,Thrillers,11,90,576,0.12222222222222222,0.06540994776288894,0.056812274459333276,90
Sweden,Independent Movies,6,42,756,0.14285714285714285,0.08585055643879173,0.057006586418351116,42
Ireland,Kids' TV,5,46,451,0.10869565217391304,0.051215080626845336,0.057480571547067705,46
New Zealand,Dramas,11,33,2426,0.3333333333333333,0.2754939813763343,0.05783935195699902,33
Denmark,Dramas,16,48,2426,0.3333333333333333,0.2754939813763343,0.05783935195699902,48
France,Kids' TV,43,393,451,0.10941475826972011,0.051215080626845336,0.05819967764287477,393
Germany,Thrillers,28,226,576,0.12389380530973451,0.06540994776288894,0.05848385754684557,226
Thailand,Romantic Movies,9,70,616,0.12857142857142856,0.06995230524642289,0.05861912332500567,70
United Kingdom,Documentaries,128,806,869,0.1588089330024814,0.09868271632977516,0.060126216672706234,806
Norway,TV Thrillers,2,30,57,0.06666666666666667,0.006472859414035885,0.06019380725263078,30
Lebanon,Documentaries,5,31,869,0.16129032258064516,0.09868271632977516,0.06260760625087,31
Spain,Crime TV Shows,27,232,470,0.11637931034482758,0.05337270043152396,0.06300660991330362,232
South Africa,Dramas,21,62,2426,0.3387096774193548,0.2754939813763343,0.06321569604302052,62
Ireland,TV Dramas,7,46,763,0.15217391304347827,0.08664546899841018,0.0655284440450681,46
United Kingdom,Docuseries,89,806,395,0.11042183622828784,0.0448557801498978,0.06556605607839004,806
New Zealand,Sports Movies,3,33,219,0.09090909090909091,0.0248694072223484,0.06603968368674251,33
Poland,International TV Shows,9,41,1351,0.21951219512195122,0.1534181240063593,0.06609407111559193,41
Ireland,Independent Movies,7,46,756,0.15217391304347827,0.08585055643879173,0.06632335660468654,46
Colombia,TV Dramas,8,52,763,0.15384615384615385,0.08664546899841018,0.06720068484774368,52
Mexico,Stand-Up Comedy,18,169,343,0.10650887573964497,0.038950715421303655,0.06755816031834132,169
Israel,Thrillers,4,30,576,0.13333333333333333,0.06540994776288894,0.06792338557044439,30
Singapore,Crime TV Shows,5,41,470,0.12195121951219512,0.05337270043152396,0.06857851908067117,41
United Arab Emirates,Thrillers,5,37,576,0.13513513513513514,0.06540994776288894,0.0697251873722462,37
New Zealand,Kids' TV,4,33,451,0.12121212121212122,0.051215080626845336,0.06999704058527588,33
Indonesia,Horror Movies,10,90,357,0.1111111111111111,0.04054054054054054,0.07057057057057056,90
Italy,Documentaries,17,100,869,0.17,0.09868271632977516,0.07131728367022486,100
Lebanon,International TV Shows,7,31,1351,0.22580645161290322,0.1534181240063593,0.07238832760654393,31
India,Independent Movies,167,1046,756,0.15965583173996176,0.08585055643879173,0.07380527530117002,1046
Lebanon,Independent Movies,5,31,756,0.16129032258064516,0.08585055643879173,0.07543976614185342,31
South Korea,TV Dramas,38,231,763,0.1645021645021645,0.08664546899841018,0.07785669550375433,231
Germany,Dramas,80,226,2426,0.35398230088495575,0.2754939813763343,0.07848831950862145,226
Spain,International TV Shows,54,232,1351,0.23275862068965517,0.1534181240063593,0.07934049668329587,232
Singapore,Romantic TV Shows,5,41,370,0.12195121951219512,0.04201680672268908,0.07993441278950604,41
Ireland,British TV Shows,5,46,253,0.10869565217391304,0.02873041108335226,0.07996524109056077,46
Sweden,TV Dramas,7,42,763,0.16666666666666666,0.08664546899841018,0.08002119766825648,42
Norway,TV Dramas,5,30,763,0.16666666666666666,0.08664546899841018,0.08002119766825648,30
Denmark,TV Dramas,8,48,763,0.16666666666666666,0.08664546899841018,0.08002119766825648,48
Australia,Kids' TV,21,160,451,0.13125,0.051215080626845336,0.08003491937315467,160
Poland,Thrillers,6,41,576,0.14634146341463414,0.06540994776288894,0.0809315156517452,41
New Zealand,TV Sci-Fi & Fantasy,3,33,84,0.09090909090909091,0.009538950715421303,0.08137014019366962,33
Sweden,Dramas,15,42,2426,0.35714285714285715,0.2754939813763343,0.08164887576652285,42
Japan,Action & Adventure,57,318,859,0.1792452830188679,0.09754712695889166,0.08169815605997625,318
South Africa,Comedies,17,62,1674,0.27419354838709675,0.19009766068589598,0.08409588770120077,62
Sweden,International TV Shows,10,42,1351,0.23809523809523808,0.1534181240063593,0.08467711408887879,42
Canada,Kids' TV,61,445,451,0.13707865168539327,0.051215080626845336,0.08586357105854793,445
Nigeria,Thrillers,16,103,576,0.1553398058252427,0.06540994776288894,0.08992985806235376,103
United Arab Emirates,Documentaries,7,37,869,0.1891891891891892,0.09868271632977516,0.09050647285941404,37
South Africa,Romantic Movies,10,62,616,0.16129032258064516,0.06995230524642289,0.09133801733422227,62
